retain_norm,forget_norm,dot_before,cosine_before,dot_after,cosine_after,forget_norm_after,projection_coefficient,correction_norm,combined_norm_before_clip,conflict,eligible_retain,projected,step,retain_loss,forget_loss,actual_retain_linear_change,actual_update_norm,actual_retain_update_cosine,combined_norm_after_clip,elapsed_seconds
1.8845381545717803e-07,2.3699584839682717,-9.521369098647423e-08,-0.21318356873770908,-9.521369098647423e-08,-0.21318356873770908,2.3699584839682717,0.0,0.0,2.3699584584413187,True,True,False,1,1.1641532182693481e-10,6.096240043640137,1.5258791362954263e-09,0.1949033857935233,0.041542804956258575,0.9999996181460664,5.713796780910343
0.30604383354893183,2.381781963234576,-0.43056307493187124,-0.5906784771522666,-0.43056307493187124,-0.5906784771522666,2.381781963234576,0.0,0.0,2.2148187191104216,True,True,False,2,0.004341624677181244,5.984500885009766,,,,,5.931531771086156
0.6693329302962141,2.646751654950679,-1.2056718866166902,-0.6805714849474978,-1.2056718866166902,-0.6805714849474978,2.646751654950679,0.0,0.0,2.245430268339367,True,True,False,3,0.017160136252641678,5.915167808532715,,,,,6.149281047284603
1.2036031101878792,2.946300273854328,-2.6057877894955443,-0.7348162252115775,-2.6057877894955443,-0.7348162252115775,2.946300273854328,0.0,0.0,2.217604603398612,True,True,False,4,0.044590409845113754,5.7870378494262695,,,,,6.366717908997089
2.504329641852649,3.0331363920306096,-6.24449561962767,-0.8220797140651834,-6.24449561962767,-0.8220797140651834,3.0331363920306096,0.0,0.0,1.7270182639079295,True,True,False,5,0.11177708208560944,5.771078586578369,,,,,6.584419662132859
2.4641617915509064,2.741975616849866,-5.224692121994839,-0.773264185563035,-5.224692121994839,-0.773264185563035,2.741975616849866,0.0,0.0,1.7723259779223048,True,True,False,6,0.13595561683177948,5.689168453216553,,,,,6.805340240243822
2.8204944529307063,2.8337210043665166,-6.046729912866028,-0.7565510377535974,-6.046729912866028,-0.7565510377535974,2.8337210043665166,0.0,0.0,1.9727401917297003,True,True,False,7,0.181269109249115,5.616746425628662,,,,,7.026123146992177
3.321480850059714,2.832388134431553,-7.4617178546564285,-0.7931481289938714,-7.4617178546564285,-0.7931481289938714,2.832388134431553,0.0,0.0,2.0325407435300438,True,True,False,8,0.2226085364818573,5.5684919357299805,,,,,7.2472296161577106
3.52376193502286,2.588967879465835,-7.2075265011379575,-0.7900471772958938,-7.2075265011379575,-0.7900471772958938,2.588967879465835,0.0,0.0,2.169008957187234,True,True,False,9,0.25732070207595825,5.525051593780518,,,,,7.468897196929902
2.512796430439441,2.9577359687294273,-5.89237231118048,-0.7928179435741919,-5.89237231118048,-0.7928179435741919,2.9577359687294273,0.0,0.0,1.8104152382083272,True,True,False,10,0.1745513379573822,5.42440128326416,,,,,7.690060751978308
2.5543832969004807,2.7230835921060845,-5.299655734175756,-0.7619046422229087,-5.299655734175756,-0.7619046422229087,2.7230835921060845,0.0,0.0,1.8277709936245283,True,True,False,11,0.16550205647945404,5.456542015075684,,,,,7.911917056888342
2.6557522121841224,2.755313435040247,-5.7590498050013315,-0.7870317859506746,-5.7590498050013315,-0.7870317859506746,2.755313435040247,0.0,0.0,1.768239896133612,True,True,False,12,0.18077322840690613,5.415867805480957,,,,,8.132558049168438
2.273493666187,2.7897380938216814,-4.937065109780129,-0.7784158552612868,-4.937065109780129,-0.7784158552612868,2.7897380938216814,0.0,0.0,1.7542183042972725,True,True,False,13,0.15293622016906738,5.405609607696533,,,,,8.35349878296256
2.2242770526208,2.5884968589648736,-4.4647680598349275,-0.7754653177074904,-4.4647680598349275,-0.7754653177074904,2.5884968589648736,0.0,0.0,1.648692899146486,True,True,False,14,0.15363861620426178,5.391740322113037,,,,,8.575296239927411
2.1727091013495228,2.843236539501801,-4.51177808938807,-0.7303535683306809,-4.51177808938807,-0.7303535683306809,2.843236539501801,0.0,0.0,1.9445057666321648,True,True,False,15,0.16195693612098694,5.273310661315918,,,,,8.796752863097936
2.063389483354674,2.9930565062083887,-4.696483039985902,-0.7604604454943077,-4.696483039985902,-0.7604604454943077,2.9930565062083887,0.0,0.0,1.95524866295162,True,True,False,16,0.1507033109664917,5.255613803863525,,,,,9.021221613045782
2.343112880775656,2.7833930645296565,-4.864229603462984,-0.7458411043526846,-4.864229603462984,-0.7458411043526846,2.7833930645296565,0.0,0.0,1.8732313553342264,True,True,False,17,0.1641678810119629,5.297354698181152,,,,,9.257121262140572
2.4988951795611487,2.7918512344677473,-5.455733104585978,-0.7820108959039501,-5.455733104585978,-0.7820108959039501,2.7918512344677473,0.0,0.0,1.7684581500928451,True,True,False,18,0.18275128304958344,5.265719413757324,,,,,9.47494553308934
2.042960120630623,2.973972282332629,-4.74398694240051,-0.7808123597641223,-4.74398694240051,-0.7808123597641223,2.973972282332629,0.0,0.0,1.878888848473156,True,True,False,19,0.1430707573890686,5.180180072784424,,,,,9.706755855120718
2.3189394543641892,3.172951470798552,-5.558133120709806,-0.7553984766939797,-5.558133120709806,-0.7553984766939797,3.172951470798552,0.0,0.0,2.0805852485521505,True,True,False,20,0.1649751365184784,5.162024974822998,,,,,9.940357516985387
2.3651419783898495,3.0289528958879286,-5.327427956280464,-0.7436487452303785,-5.327427956280464,-0.7436487452303785,3.0289528958879286,0.0,0.0,2.0282002634298797,True,True,False,21,0.1800653040409088,5.053239345550537,,,,,10.164709071163088
2.1810087525834674,3.203910980104189,-5.194032282497394,-0.7433045569383583,-5.194032282497394,-0.7433045569383583,3.203910980104189,0.0,0.0,2.15262170043039,True,True,False,22,0.1477503478527069,5.066187858581543,,,,,10.382257029879838
2.630928763540978,3.259770755160636,-6.5421476401234795,-0.762823726404583,-6.5421476401234795,-0.762823726404583,3.259770755160636,0.0,0.0,2.1127224734800913,True,True,False,23,0.20330464839935303,4.98024320602417,,,,,10.614753250963986
2.8646157900424183,3.6569167461881693,-8.144257332996604,-0.7774456409037456,-8.144257332996604,-0.7774456409037456,3.6569167461881693,0.0,0.0,2.300119353846294,True,True,False,24,0.22240576148033142,4.887577533721924,,,,,10.852764046285301
3.3549533015369337,3.7022012996464695,-9.084106324204473,-0.7313675720135014,-9.084106324204473,-0.7313675720135014,3.7022012996464695,0.0,0.0,2.6064906421194354,True,True,False,25,0.24065764248371124,4.792098045349121,,,,,11.089298486243933
3.177768004889393,4.169833734387224,-10.175190038039212,-0.7678945805575286,-10.175190038039212,-0.7678945805575286,4.169833734387224,0.0,0.0,2.671206243056791,True,True,False,26,0.2467767596244812,4.768945217132568,,,,,11.32376272790134
4.029128334403106,3.8226210977702126,-11.794273534154673,-0.7657708717870704,-11.794273534154673,-0.7657708717870704,3.8226210977702126,0.0,0.0,2.6940230368530402,True,True,False,27,0.29915300011634827,4.816971302032471,,,,,11.5487296031788
3.4217891648103294,4.075385431837527,-10.601828268869781,-0.7602542028708417,-10.601828268869781,-0.7602542028708417,4.075385431837527,0.0,0.0,2.6671615942038422,True,True,False,28,0.2886570692062378,4.5760273933410645,,,,,11.767607897985727
3.5784350019658215,3.9954885882656366,-10.68315867350769,-0.7471996350613047,-10.68315867350769,-0.7471996350613047,3.9954885882656366,0.0,0.0,2.720810315978029,True,True,False,29,0.29195910692214966,4.598681449890137,,,,,11.98541520209983
4.844648655851695,3.8298193362134376,-14.017558570872144,-0.7554953668706454,-14.017558570872144,-0.7554953668706454,3.8298193362134376,0.0,0.0,3.178524753345956,True,True,False,30,0.4373796284198761,4.593326568603516,,,,,12.202608370222151
4.221053566210819,3.7720371524310914,-11.398350370296969,-0.7158881560827008,-11.398350370296969,-0.7158881560827008,3.7720371524310914,0.0,0.0,3.0411933097108474,True,True,False,31,0.3977484703063965,4.557803153991699,,,,,12.426530341152102
3.6609469156327914,4.270198269307921,-12.139389497977099,-0.7765248786552463,-12.139389497977099,-0.7765248786552463,4.270198269307921,0.0,0.0,2.7126272468735633,True,True,False,32,0.3215181231498718,4.558277606964111,,,,,12.644335098098963
3.4833388511899717,3.6459176390713792,-9.33434842544796,-0.7349900002525749,-9.33434842544796,-0.7349900002525749,3.6459176390713792,0.0,0.0,2.599551524236694,True,True,False,33,0.2826998233795166,4.35825777053833,,,,,12.864466778934002
3.2398142682137987,4.388777625340169,-10.746572204961616,-0.7557989271733478,-10.746572204961616,-0.7557989271733478,4.388777625340169,0.0,0.0,2.8748254078828372,True,True,False,34,0.27692246437072754,4.337357521057129,,,,,13.0872254492715
3.704752897359608,4.244614418450198,-11.44709365600757,-0.7279436211572401,-11.44709365600757,-0.7279436211572401,4.244614418450198,0.0,0.0,2.974518160476102,True,True,False,35,0.3077819049358368,4.48638916015625,,,,,13.317128894850612
4.35683394497357,4.02079329678589,-12.133737803508303,-0.6926468303785607,-12.133737803508303,-0.6926468303785607,4.02079329678589,0.0,0.0,3.298682336272746,True,True,False,36,0.36525958776474,4.339729309082031,,,,,13.535940188914537
2.9902634828506596,4.168897742257675,-9.177593308788156,-0.7362038916731161,-9.177593308788156,-0.7362038916731161,4.168897742257675,0.0,0.0,2.8224452987977573,True,True,False,37,0.26378336548805237,4.376954078674316,,,,,13.756150445900857
3.98008296385576,3.8965282720051846,-10.264658797702149,-0.6618728415438093,-10.264658797702149,-0.6618728415438093,3.8965282720051846,0.0,0.0,3.239548637935484,True,True,False,38,0.35654520988464355,4.174307823181152,,,,,13.98941001901403
3.519632895306296,3.907958786131005,-9.735393639260755,-0.7077928536478326,-9.735393639260755,-0.7077928536478326,3.907958786131005,0.0,0.0,2.8616726415570417,True,True,False,39,0.3224763572216034,4.200860023498535,,,,,14.211488751228899
3.966668786673251,4.276977792314726,-11.820569200256863,-0.6967475588317639,-11.820569200256863,-0.6967475588317639,4.276977792314726,0.0,0.0,3.2227103349594577,True,True,False,40,0.33658477663993835,4.131264686584473,,,,,14.445381661877036
3.5707668607010157,3.972257366998832,-9.58873900790495,-0.6760247919656982,-9.58873900790495,-0.6760247919656982,3.972257366998832,0.0,0.0,3.0580592774721778,True,True,False,41,0.31388503313064575,4.021685600280762,,,,,14.679628414101899
3.2058212352163644,4.255468743950972,-9.81834885169994,-0.7197004138904454,-9.81834885169994,-0.7197004138904454,4.255468743950972,0.0,0.0,2.957973347037624,True,True,False,42,0.2850925624370575,4.201510429382324,,,,,14.905678042210639
